ID,RA,DEC
2MASS_J20505039+4450115,312.7099655363757,44.836540725881186
GDR1_2162967795377160064,313.49350340688306,44.54305795713624
2MASS_J20532233+4438526,313.3430529515253,44.647931427049905
GDR1_2163140315626344064,312.76289490947937,44.40076132666685
2MASS_J20503796+4425123,312.65814214143484,44.420100216225656
PSO_J205601.466+433543.777,314.0061059887613,43.59548960290756
GDR1_2162909830498130048,313.76259600948583,44.181122159811565
GDR1_2162931786370808448,313.11680283929536,44.05861394172086
GDR1_2162962985013647616,313.56699484966947,44.40291592301878
GDR1_2162967864096636288,313.47724503692797,44.54124180317905
GDR1_2163140246906862080,312.7287237613243,44.38283520549869
GDR1_2162961541904548992,313.59593198461033,44.3209265814808
GDR1_2163069500202546688,313.76662345958664,44.74070007403486
2MASS_J20500617+4425050,312.5257326837496,44.418039134565674
GDR1_2162976935068180608,313.32018490242285,44.42830532294153
GDR1_2163136192456870016,312.83106326015115,44.325146090175686
GDR1_2162134880959435904,314.1945193774256,43.767239662532866
2MASS_J20531994+4428438,313.33311404608486,44.478846598166655
GDR1_2162128009011784832,314.5450978433306,43.885607658494436
GDR1_2162952745812291712,313.2226388274148,44.32681909734732
GDR1_2066790146043148928,313.063094833578,43.502067898891696
GDR1_2163139937669407872,312.6557508284225,44.34805504775345
GDR1_2163145984982389632,312.916507636757,44.553945873148145
GDR1_2162886568955114112,313.4279200391176,44.06351857361957
GDR1_2162988754817727232,313.6121692637456,44.79805822787978
2MASS_J20533662+4439529,313.40262665227465,44.664672157203675
GDR1_2163141208978477312,312.63467375634264,44.43817851699804
2MASS_J20505575+4418286,312.7322909531261,44.30794890576056
GDR1_2163162065339769856,312.7489526875211,44.68028988273275
GDR1_2162240708953684992,314.5397046059057,44.184086431612
GDR1_2067120514926515200,312.1200287972347,44.40319401895596
GDR1_2162961267026674432,313.4896617057508,44.342379395681846
GDR1_2162989201494332800,313.57383253288066,44.811134999192745
GDR2_2162948455142499968,312.9943655202102,44.2490878988824
GDR1_2162091278451209472,314.2148785903454,43.38047442503331
GDR1_2067062824937136000,312.6543514096502,44.30684138979343
2MASS_J20510895+4416420,312.78730191056013,44.27831364345297
GDR1_2162952711451794176,313.25749878643944,44.318272200588744
2MASS_J20505363+4424305,312.7234562095467,44.40844658880434
2MASS_J20512059+4420322,312.83581316745375,44.342285888519115
2MASS_J20510029+4424364,312.75123585817425,44.410094107931116
GDR1_2162978172018122240,313.2877317325571,44.50295916225333
GDR1_2067067807089176192,312.2990627247952,44.209140069320284
GDR1_2163140968460295680,312.6154861844204,44.39139410498164
GDR1_2162984631649047936,313.2637373528789,44.663571185242866
GDR1_2163143717240796032,312.7537272945984,44.53046572873215
GDR1_2162221811096717952,314.5817321920033,43.89846388188703
GDR1_2067128658184872064,312.34681680905624,44.57699362853485
GDR1_2162951474504020224,313.2076249187297,44.317265273447205
GDR1_2162947591850664960,312.82599171691106,44.21892964524781
GDR1_2162935565942174208,313.41729718195745,44.17929426247285
GDR1_2162964874800490496,313.3795731290403,44.39073300985578
GDR1_2162988101982678912,313.6231402254145,44.75750335500434
GDR1_2163137738645105280,312.8444553863257,44.3521006870259
GDR1_2162965287117378944,313.3769366489555,44.445401246216534
2MASS_J20511455+4413379,312.8106511817742,44.22717526035429
GDR1_2162949378557115136,312.9246367931808,44.26892642828634
GDR1_2163139873247408384,312.6685306707504,44.33934433440329
GDR1_2162969788241973632,313.68607457615644,44.52895151743057
2MASS_J20513761+4420045,312.90671018608987,44.334575073344155
GDR1_2162942918926094208,312.95230917862733,44.088782803535345
2MASS_J20512464+4417549,312.85269574350593,44.2985839360818
GDR1_2162955185352996096,313.0539040561621,44.34816854948304
2MASS_J20511374+4422252,312.8072667450728,44.37366095322359
PSO_J205746.108+435819.388,314.44213656562806,43.9720249165979
GDR1_2162944911791083136,313.09385664703177,44.23337851243401
GDR1_2162117563651224960,314.3612272648295,43.59153144981275
GDR1_2163138361418522624,312.9135525014715,44.40778696773347
GDR1_2162902683672550912,314.0487983814546,44.18196083626438
GDR1_2163135573981345152,312.7565367275058,44.26166089652195
GDR1_2162144295529814400,314.39387970777636,43.99851794509296
GDR1_2162221673657766272,314.62700181220225,43.90262235999385
2MASS_J20505703+4416432,312.7376315077925,44.27864805810313
GDR1_2162945976943020416,313.0767383034075,44.275134667591544
GDR1_2162965012238950656,313.4077230134428,44.405784683179455
2MASS_J20511244+4419430,312.80183169696824,44.328612863646676
GDR1_2163136123738466688,312.80038267902404,44.313240837133534
2MASS_J20523553+4419105,313.14808327180987,44.31955554116554
GDR1_2163135677060562176,312.7737481103964,44.2756174992443
GDR1_2162949309837722880,313.00072099191436,44.333053725436564
GDR1_2163155055959979392,312.6678481482751,44.51358919827957
GDR1_2066844954118735744,313.0565416594131,43.677474814002274
GDR1_2162969788241971712,313.6900622847246,44.52697728864731
GDR1_2163155227752761088,312.70038599475987,44.56016414568739
DPP2017_409,314.80322628703317,44.2741206966779
GDR1_2162966798944719488,313.5365549737283,44.503181058530046
GDR1_2162976488391103104,313.72986376326577,44.74190717333157
GDR1_2162941716335179008,312.9884250111627,44.03779365337419
GDR1_2066773619008833664,313.22580609625373,43.35525490329976
GDR1_2163215391652091520,312.60242541317564,44.92092749329559
GDR1_2065995748890512768,313.48220986120714,42.75857157120715
GDR1_2163140315626343168,312.7693628453087,44.3972432622505
GDR1_2162168862740158592,314.7950456687563,43.6852610266209
GDR1_2162936665453858432,313.38076414721843,44.2262346869474
GDR1_2162126325384584576,314.53692232894724,43.783272613953606
GDR1_2162221536218867072,314.59855597445545,43.882055000647505
GDR1_2162946526698717056,312.8904299532222,44.17068994339685
GDR1_2163136742213531520,312.74588223129325,44.33173518582862
GDR1_2163136364255498624,312.7190342985914,44.27888878470984
2MASS_J20510663+4421407,312.777638321121,44.361312210949386
GDR1_2163017101601143040,314.020203173375,44.58231171364184
GDR2_2162951684957670144,313.11151769035183,44.285138743533935
GDR1_2163138601937119360,312.81884032151413,44.382773552916106
GDR1_2162078393549548288,314.6652178869925,43.71918620169887
GDR1_2162174910053832448,314.88449158238495,43.88622691808589
GDR1_2162948141606527616,312.8690904291109,44.2625428298529
2MASS_J20523169+4429592,313.13207930577687,44.49974260647563
GDR1_2163138116611233408,312.9531889678755,44.39470490406047
GDR1_2162938074203123712,313.30835291416764,44.216048994754495
GDR1_2066862542012143488,312.860236246472,43.88680140295497
GDR1_2162127974652045056,314.5254813603184,43.883630729713374
GDR1_2162239678161489664,314.45838048746657,44.135669804209186
2MASS_J20511262+4418454,312.8025823261458,44.31261411198452
GDR1_2162273522506513792,314.77488094658906,44.44884158210915
GDR1_2163144541882323584,313.011144384048,44.45799695989046
GDR1_2162947798009095808,312.8624501704055,44.22094146912779
GDR1_2162949378557095680,312.922569534802,44.251955561685
GDR1_2162940067068027392,313.3967863782052,44.28128983882547
GDR1_2163135573981345280,312.7561119042319,44.259557343227584
GDR1_2067069937403328128,312.1369366609665,44.199896751032334
2MASS_J20505543+4417461,312.7309994942258,44.2960874126181
GDR2_2067027228235955584,312.21539449689067,43.85037700947687
GDR1_2162989510731974016,313.60174372573124,44.80487816338861
GDR1_2162968791809534848,313.7846465546276,44.495684097122876
GDR1_2163020881172468608,314.2669830495015,44.63076131524417
GDR1_2162951474501233536,313.20278042465395,44.33072779707257
GDR1_2162939208074518912,313.2187268777803,44.2403171361949
GDR1_2163148596322501760,312.8736830348407,44.538787089797324
2MASS_J20582381+4353114,314.59920599772784,43.88648447204281
GDR1_2163144473153865856,312.94164656473293,44.47646401982018
GDR1_2162251394832460672,314.55137913084803,44.34949107285121
GDR1_2162975217080719104,313.7371980704418,44.65677666925861
GDR2_2163139804529410944,312.70289201218,44.348121718414774
GDR1_2162886775113495552,313.51609850019895,44.029936251960095
GDR1_2067059732550905600,312.68135869358946,44.264363962796075
GDR1_2163149317877028224,312.88799831442975,44.616553208626634
GDR2_2162926254452857472,313.1646322654713,43.998398325633936
2MASS_J20512139+4424054,312.83911742903166,44.40149991620572
GDR1_2162922337443238528,313.9006755747147,44.47628619845421
GDR1_2067074301079809408,312.38411283044843,44.28419106599425
